! CMT, C1209, , 23.2.4/2
! Date: 9/11/2023 9:06:22 AM
! Stimulus(Hz),    S21(Real),         S21(Imag)
3.94300430043E+09,+1.20384711095E-04,+1.93076530146E-05
3.94310431043E+09,+1.19428225048E-04,+2.01493694018E-05
3.94320432043E+09,+1.18934814095E-04,+1.95217809495E-05
3.94330433043E+09,+1.17485993239E-04,+1.98166127446E-05
3.94340434043E+09,+1.17993104869E-04,+1.96290822361E-05
3.94350435044E+09,+1.17207060390E-04,+1.99008355793E-05
3.94360436044E+09,+1.16778844982E-04,+1.96462524245E-05
3.94370437044E+09,+1.16742387325E-04,+1.96171618169E-05
3.94380438044E+09,+1.17442197003E-04,+2.02714703614E-05
3.94390439044E+09,+1.16798502693E-04,+2.11599446341E-05
3.94400440044E+09,+1.17298576496E-04,+2.09386565134E-05
3.94410441044E+09,+1.17582028412E-04,+2.12949950187E-05
3.94420442044E+09,+1.18461433931E-04,+2.18223165372E-05
3.94430443044E+09,+1.17936903790E-04,+2.18021122881E-05
3.94440444044E+09,+1.18920017215E-04,+2.15133073872E-05
3.94450445045E+09,+1.18897981384E-04,+2.21428435513E-05
3.94460446045E+09,+1.18686251100E-04,+2.20205855257E-05
3.94470447045E+09,+1.20533056393E-04,+2.17568046999E-05
3.94480448045E+09,+1.20875835104E-04,+2.08668506839E-05
3.94490449045E+09,+1.20918377872E-04,+2.12204165529E-05
3.94500450045E+09,+1.21505732606E-04,+2.04649811069E-05
3.94510451045E+09,+1.22190432733E-04,+1.97863147315E-05
3.94520452045E+09,+1.22983369964E-04,+1.92892511126E-05
3.94530453045E+09,+1.21349293872E-04,+1.90206776507E-05
3.94540454045E+09,+1.22983765302E-04,+1.78171132438E-05
3.94550455046E+09,+1.23560522700E-04,+1.68183532581E-05
3.94560456046E+09,+1.22598151612E-04,+1.64116443798E-05
3.94570457046E+09,+1.22248578961E-04,+1.61737922075E-05
3.94580458046E+09,+1.22931674238E-04,+1.51225723747E-05
3.94590459046E+09,+1.22808586183E-04,+1.47070012228E-05
3.94600460046E+09,+1.22262788846E-04,+1.43451944672E-05
3.94610461046E+09,+1.21901121918E-04,+1.29597215827E-05
3.94620462046E+09,+1.21400694545E-04,+1.25683450633E-05
3.94630463046E+09,+1.20619603611E-04,+1.25659474556E-05
3.94640464046E+09,+1.19874019176E-04,+1.19357733422E-05
3.94650465047E+09,+1.19951121843E-04,+1.22433598198E-05
3.94660466047E+09,+1.19287452018E-04,+1.32054568708E-05
3.94670467047E+09,+1.18550535648E-04,+1.29019969860E-05
3.94680468047E+09,+1.20191711620E-04,+1.28643541579E-05
3.94690469047E+09,+1.19775178446E-04,+1.27061022259E-05
3.94700470047E+09,+1.19076104854E-04,+1.26620290092E-05
3.94710471047E+09,+1.19288584596E-04,+1.33391135649E-05
3.94720472047E+09,+1.19527647305E-04,+1.31475726706E-05
3.94730473047E+09,+1.19897788882E-04,+1.36250917103E-05
3.94740474047E+09,+1.19383106270E-04,+1.34908685848E-05
3.94750475048E+09,+1.20356491468E-04,+1.42262423294E-05
3.94760476048E+09,+1.20414396413E-04,+1.40837060236E-05
3.94770477048E+09,+1.20295119296E-04,+1.38692909599E-05
3.94780478048E+09,+1.21433153677E-04,+1.34959678155E-05
3.94790479048E+09,+1.21360031703E-04,+1.32636847988E-05
3.94800480048E+09,+1.21751108341E-04,+1.31548627399E-05
3.94810481048E+09,+1.22143088991E-04,+1.26151320320E-05
3.94820482048E+09,+1.23284761849E-04,+1.20521518820E-05
3.94830483048E+09,+1.23137029222E-04,+1.20811904035E-05
3.94840484048E+09,+1.22814908691E-04,+1.09915488981E-05
3.94850485049E+09,+1.23050821521E-04,+1.08598809222E-05
3.94860486049E+09,+1.24137797814E-04,+9.81015562201E-06
3.94870487049E+09,+1.23578326858E-04,+9.67241872350E-06
3.94880488049E+09,+1.23576980644E-04,+9.81009672741E-06
3.94890489049E+09,+1.23841066834E-04,+8.67596131628E-06
3.94900490049E+09,+1.23966213626E-04,+8.65375266715E-06
3.94910491049E+09,+1.23034120120E-04,+7.80334220981E-06
3.94920492049E+09,+1.22876718229E-04,+7.36344363927E-06
3.94930493049E+09,+1.24115514658E-04,+7.01968477030E-06
3.94940494049E+09,+1.23131755621E-04,+6.77288355153E-06
3.94950495050E+09,+1.22819041471E-04,+6.08902720618E-06
3.94960496050E+09,+1.23213772407E-04,+5.66038745556E-06
3.94970497050E+09,+1.22273606278E-04,+5.92138583934E-06
3.94980498050E+09,+1.21212510000E-04,+5.89302718879E-06
3.94990499050E+09,+1.21124235642E-04,+6.09164770897E-06
3.95000500050E+09,+1.21790066350E-04,+5.79120529403E-06
3.95010501050E+09,+1.21001964608E-04,+5.53799903507E-06
3.95020502050E+09,+1.21336160779E-04,+6.31420851002E-06
3.95030503050E+09,+1.22033138248E-04,+6.01875944627E-06
3.95040504050E+09,+1.22426256548E-04,+5.62834559334E-06
3.95050505051E+09,+1.21398274010E-04,+6.37863166700E-06
3.95060506051E+09,+1.21855133210E-04,+5.77298743205E-06
3.95070507051E+09,+1.22973297886E-04,+6.42917002923E-06
3.95080508051E+09,+1.21455912124E-04,+6.56127469745E-06
3.95090509051E+09,+1.21636564661E-04,+6.35407832567E-06
3.95100510051E+09,+1.23729170995E-04,+5.93827954007E-06
3.95110511051E+09,+1.23670338256E-04,+5.47366705197E-06
3.95120512051E+09,+1.23169224218E-04,+5.40276190584E-06
3.95130513051E+09,+1.23381392203E-04,+4.83445453980E-06
3.95140514051E+09,+1.24037641377E-04,+4.90816184870E-06
3.95150515052E+09,+1.24515827428E-04,+4.64270017035E-06
3.95160516052E+09,+1.23948973484E-04,+4.08369624994E-06
3.95170517052E+09,+1.25327865738E-04,+3.58528202757E-06
3.95180518052E+09,+1.25528072770E-04,+3.72922440152E-06
3.95190519052E+09,+1.24042087384E-04,+2.83123948543E-06
3.95200520052E+09,+1.25082811837E-04,+1.83790037097E-06
3.95210521052E+09,+1.25460011483E-04,+2.26154042603E-06
3.95220522052E+09,+1.24590640359E-04,+2.07245680947E-06
3.95230523052E+09,+1.25325824522E-04,+1.57230792352E-06
3.95240524052E+09,+1.24927929325E-04,+1.08773397838E-06
3.95250525053E+09,+1.25056933934E-04,+9.71824301616E-07
3.95260526053E+09,+1.24559887764E-04,+1.34448806707E-06
3.95270527053E+09,+1.24694393334E-04,+1.71966946755E-07
3.95280528053E+09,+1.24900881331E-04,-2.11855592699E-07
3.95290529053E+09,+1.24784934137E-04,-3.11058577123E-08
3.95300530053E+09,+1.24586160804E-04,-4.11286709117E-07
3.95310531053E+09,+1.24736142212E-04,-9.75415084228E-07
3.95320532053E+09,+1.25030585014E-04,-1.07484777916E-06
3.95330533053E+09,+1.23997643184E-04,-1.06276489613E-06
3.95340534053E+09,+1.24431956146E-04,-8.08004731108E-07
3.95350535054E+09,+1.24901200992E-04,-1.48374702305E-06
3.95360536054E+09,+1.24245894269E-04,-6.85894979262E-07
3.95370537054E+09,+1.24736124590E-04,-1.22612052909E-06
3.95380538054E+09,+1.25471054904E-04,-1.82223872558E-06
3.95390539054E+09,+1.25380443195E-04,-9.17566016631E-07
3.95400540054E+09,+1.24963458779E-04,-8.76729061519E-07
3.95410541054E+09,+1.26087967898E-04,-2.86870208474E-06
3.95420542054E+09,+1.26087840947E-04,-2.70249582367E-06
3.95430543054E+09,+1.25209799588E-04,-2.55519017474E-06
3.95440544054E+09,+1.26120961873E-04,-3.33436610183E-06
3.95450545055E+09,+1.26403929571E-04,-3.44835799125E-06
3.95460546055E+09,+1.26137831240E-04,-3.36070624582E-06
3.95470547055E+09,+1.26448837552E-04,-3.99829711339E-06
3.95480548055E+09,+1.26700671331E-04,-4.45092033856E-06
3.95490549055E+09,+1.26607091508E-04,-4.57544149904E-06
3.95500550055E+09,+1.26411317341E-04,-4.82311320560E-06
3.95510551055E+09,+1.26472836038E-04,-5.62503783113E-06
3.95520552055E+09,+1.27483523786E-04,-6.32214563448E-06
3.95530553055E+09,+1.26383319524E-04,-6.37031488068E-06
3.95540554055E+09,+1.26490951112E-04,-6.25634065531E-06
3.95550555056E+09,+1.27485511581E-04,-6.26700073317E-06
3.95560556056E+09,+1.27360961176E-04,-7.73704123038E-06
3.95570557056E+09,+1.27189727524E-04,-6.06049210310E-06
3.95580558056E+09,+1.25988194354E-04,-7.86854440737E-06
3.95590559056E+09,+1.27513558415E-04,-7.64534583414E-06
3.95600560056E+09,+1.26581224543E-04,-8.52805736328E-06
3.95610561056E+09,+1.26529434732E-04,-8.01402177928E-06
3.95620562056E+09,+1.27230697094E-04,-8.48208038574E-06
3.95630563056E+09,+1.28050906938E-04,-8.47496826425E-06
3.95640564056E+09,+1.27547117913E-04,-8.44083596177E-06
3.95650565057E+09,+1.27662902420E-04,-9.39440490383E-06
3.95660566057E+09,+1.27090209192E-04,-9.30994820762E-06
3.95670567057E+09,+1.27451929386E-04,-9.46428736592E-06
3.95680568057E+09,+1.27514018193E-04,-1.05627057742E-05
3.95690569057E+09,+1.27278217397E-04,-1.04964648123E-05
3.95700570057E+09,+1.28137044583E-04,-1.04212469183E-05
3.95710571057E+09,+1.28102918974E-04,-1.04475090749E-05
3.95720572057E+09,+1.27705385179E-04,-1.10501065672E-05
3.95730573057E+09,+1.28365171117E-04,-1.21075273512E-05
3.95740574057E+09,+1.28165431944E-04,-1.18517337032E-05
3.95750575058E+09,+1.27391326262E-04,-1.19562644079E-05
3.95760576058E+09,+1.28070165506E-04,-1.37507537904E-05
3.95770577058E+09,+1.28361793093E-04,-1.30236843795E-05
3.95780578058E+09,+1.28452419070E-04,-1.34214518061E-05
3.95790579058E+09,+1.28160205275E-04,-1.38114582018E-05
3.95800580058E+09,+1.28336502662E-04,-1.48803455973E-05
3.95810581058E+09,+1.27997890826E-04,-1.43114756724E-05
3.95820582058E+09,+1.28083100040E-04,-1.44225578268E-05
3.95830583058E+09,+1.28508829727E-04,-1.58076274866E-05
3.95840584058E+09,+1.28264610693E-04,-1.52488715278E-05
3.95850585059E+09,+1.27497540130E-04,-1.62533675424E-05
3.95860586059E+09,+1.28226631069E-04,-1.59270006583E-05
3.95870587059E+09,+1.28050209418E-04,-1.61593172063E-05
3.95880588059E+09,+1.28890749670E-04,-1.67031922520E-05
3.95890589059E+09,+1.27979222186E-04,-1.66115088090E-05
3.95900590059E+09,+1.28331119133E-04,-1.70793098664E-05
3.95910591059E+09,+1.28639231770E-04,-1.79194053098E-05
3.95920592059E+09,+1.27702355331E-04,-1.76017046589E-05
3.95930593059E+09,+1.28267962808E-04,-1.85012167715E-05
3.95940594059E+09,+1.28722042081E-04,-1.84728141857E-05
3.95950595060E+09,+1.27860106659E-04,-1.86971381495E-05
3.95960596060E+09,+1.28234202486E-04,-1.98325207041E-05
3.95970597060E+09,+1.28544719902E-04,-1.96163055249E-05
3.95980598060E+09,+1.28365466583E-04,-2.05895436765E-05
3.95990599060E+09,+1.28099248984E-04,-2.01749120080E-05
3.96000600060E+09,+1.28666781493E-04,-2.06842800046E-05
3.96010601060E+09,+1.28936058445E-04,-2.09471318448E-05
3.96020602060E+09,+1.28119656665E-04,-2.15486276404E-05
3.96030603060E+09,+1.28034579390E-04,-2.20665074887E-05
3.96040604060E+09,+1.28775226086E-04,-2.26841722840E-05
3.96050605061E+09,+1.28408663261E-04,-2.28777738074E-05
3.96060606061E+09,+1.28109487484E-04,-2.26386770946E-05
3.96070607061E+09,+1.28558926532E-04,-2.30336597109E-05
3.96080608061E+09,+1.28712887557E-04,-2.40429821039E-05
3.96090609061E+09,+1.27911435657E-04,-2.39168207991E-05
3.96100610061E+09,+1.27492180167E-04,-2.42151224449E-05
3.96110611061E+09,+1.28082059628E-04,-2.46170404272E-05
3.96120612061E+09,+1.29079850829E-04,-2.43070049270E-05
3.96130613061E+09,+1.27822915602E-04,-2.52481629875E-05
3.96140614061E+09,+1.27597721939E-04,-2.53139141133E-05
3.96150615062E+09,+1.27401402618E-04,-2.55886511626E-05
3.96160616062E+09,+1.27348602950E-04,-2.58013714418E-05
3.96170617062E+09,+1.27893997786E-04,-2.66111830514E-05
3.96180618062E+09,+1.27806611248E-04,-2.64709853692E-05
3.96190619062E+09,+1.27442938685E-04,-2.69851461974E-05
3.96200620062E+09,+1.26939752961E-04,-2.68065243228E-05
3.96210621062E+09,+1.27492753872E-04,-2.73776858919E-05
3.96220622062E+09,+1.28000444322E-04,-2.83249186616E-05
3.96230623062E+09,+1.26946811883E-04,-2.88763411673E-05
3.96240624062E+09,+1.28192314445E-04,-2.81316654080E-05
3.96250625063E+09,+1.28659091181E-04,-2.92458919965E-05
3.96260626063E+09,+1.27953163740E-04,-2.97547081338E-05
3.96270627063E+09,+1.26977865081E-04,-2.91296577791E-05
3.96280628063E+09,+1.28413616306E-04,-3.06406073738E-05
3.96290629063E+09,+1.27395677432E-04,-3.11752515160E-05
3.96300630063E+09,+1.26859657036E-04,-3.15122729601E-05
3.96310631063E+09,+1.27022509949E-04,-3.02874643536E-05
3.96320632063E+09,+1.27320927588E-04,-3.18151363942E-05
3.96330633063E+09,+1.26612396568E-04,-3.14803097747E-05
3.96340634063E+09,+1.26510614852E-04,-3.21194730693E-05
3.96350635064E+09,+1.26617200769E-04,-3.22656467242E-05
3.96360636064E+09,+1.26861922047E-04,-3.28570633337E-05
3.96370637064E+09,+1.25052836424E-04,-3.27288966979E-05
3.96380638064E+09,+1.26016093409E-04,-3.29324158760E-05
3.96390639064E+09,+1.26225243943E-04,-3.30465338462E-05
3.96400640064E+09,+1.26046258022E-04,-3.37450231289E-05
3.96410641064E+09,+1.25815325959E-04,-3.38290023356E-05
3.96420642064E+09,+1.26579790451E-04,-3.36437121579E-05
3.96430643064E+09,+1.25814204151E-04,-3.41615838674E-05
3.96440644064E+09,+1.25305376571E-04,-3.38435749747E-05
3.96450645065E+09,+1.25892068705E-04,-3.43490052493E-05
3.96460646065E+09,+1.26239831942E-04,-3.45218064396E-05
3.96470647065E+09,+1.25958268529E-04,-3.53352600188E-05
3.96480648065E+09,+1.26115338281E-04,-3.48435669866E-05
3.96490649065E+09,+1.26322715407E-04,-3.57719388216E-05
3.96500650065E+09,+1.26734945038E-04,-3.60767430384E-05
3.96510651065E+09,+1.25470452134E-04,-3.53261520903E-05
3.96520652065E+09,+1.25267288613E-04,-3.67768280409E-05
3.96530653065E+09,+1.26643297976E-04,-3.69976644266E-05
3.96540654065E+09,+1.25825362395E-04,-3.70119066269E-05
3.96550655066E+09,+1.25553958490E-04,-3.83493024864E-05
3.96560656066E+09,+1.26824730513E-04,-3.88242110766E-05
3.96570657066E+09,+1.26854609910E-04,-3.92282480812E-05
3.96580658066E+09,+1.26019486840E-04,-3.91311898681E-05
3.96590659066E+09,+1.25798146648E-04,-4.03666296654E-05
3.96600660066E+09,+1.25893906269E-04,-4.04510152901E-05
3.96610661066E+09,+1.25218209820E-04,-4.02985788742E-05
3.96620662066E+09,+1.25007968735E-04,-4.09368293475E-05
3.96630663066E+09,+1.24677971115E-04,-4.10745162844E-05
3.96640664066E+09,+1.25080899798E-04,-4.16751580604E-05
3.96650665067E+09,+1.23916988721E-04,-4.13332956226E-05
3.96660666067E+09,+1.23954348308E-04,-4.24603634804E-05
3.96670667067E+09,+1.24019748982E-04,-4.32656682184E-05
3.96680668067E+09,+1.23598044946E-04,-4.30867592703E-05
3.96690669067E+09,+1.23391973980E-04,-4.31959606670E-05
3.96700670067E+09,+1.23066059964E-04,-4.30516381837E-05
3.96710671067E+09,+1.22423906200E-04,-4.30563800451E-05
3.96720672067E+09,+1.22656137047E-04,-4.24769828561E-05
3.96730673067E+09,+1.22370024819E-04,-4.24470578281E-05
3.96740674067E+09,+1.22562613321E-04,-4.29864239406E-05
3.96750675068E+09,+1.22019485194E-04,-4.30644941019E-05
3.96760676068E+09,+1.22101881077E-04,-4.26810591060E-05
3.96770677068E+09,+1.22686899234E-04,-4.37101563784E-05
3.96780678068E+09,+1.22747608364E-04,-4.35686684807E-05
3.96790679068E+09,+1.22612428113E-04,-4.35921955524E-05
3.96800680068E+09,+1.23412751240E-04,-4.36057723386E-05
3.96810681068E+09,+1.24157188586E-04,-4.43289938078E-05
3.96820682068E+09,+1.24674029912E-04,-4.40029566001E-05
3.96830683068E+09,+1.24301019604E-04,-4.37311017433E-05
3.96840684068E+09,+1.24451659872E-04,-4.50399965709E-05
3.96850685069E+09,+1.24012903894E-04,-4.58735609336E-05
3.96860686069E+09,+1.24068232239E-04,-4.58984659145E-05
3.96870687069E+09,+1.24061154153E-04,-4.69361007767E-05
3.96880688069E+09,+1.24686964797E-04,-4.79746397926E-05
3.96890689069E+09,+1.24142904019E-04,-4.80446291604E-05
3.96900690069E+09,+1.23807639364E-04,-4.89249257616E-05
3.96910691069E+09,+1.23712678870E-04,-4.99575923616E-05
3.96920692069E+09,+1.23656692789E-04,-4.98223204071E-05
3.96930693069E+09,+1.23074167845E-04,-5.00921983178E-05
3.96940694069E+09,+1.22857483154E-04,-5.08547619552E-05
3.96950695070E+09,+1.21967711493E-04,-5.16870631967E-05
3.96960696070E+09,+1.21200378617E-04,-5.13837778885E-05
3.96970697070E+09,+1.20103401714E-04,-5.19870827035E-05
3.96980698070E+09,+1.20555023779E-04,-5.23139816148E-05
3.96990699070E+09,+1.19921139603E-04,-5.23882275966E-05
3.97000700070E+09,+1.19062845491E-04,-5.17829667800E-05
3.97010701070E+09,+1.20148453544E-04,-5.12920193576E-05
3.97020702070E+09,+1.19070441247E-04,-5.22307776477E-05
3.97030703070E+09,+1.18615729734E-04,-5.15058824967E-05
3.97040704070E+09,+1.18020392272E-04,-5.11937909082E-05
3.97050705071E+09,+1.18510558985E-04,-5.18609810455E-05
3.97060706071E+09,+1.19277649251E-04,-5.19025990622E-05
3.97070707071E+09,+1.17322429138E-04,-5.09731052351E-05
3.97080708071E+09,+1.18236720488E-04,-5.11847026077E-05
3.97090709071E+09,+1.19327962740E-04,-5.14525910504E-05
3.97100710071E+09,+1.18464122274E-04,-5.13047729290E-05
3.97110711071E+09,+1.19901408499E-04,-5.04163712611E-05
3.97120712071E+09,+1.20035217110E-04,-5.07485550342E-05
3.97130713071E+09,+1.20776697978E-04,-5.10444237982E-05
3.97140714071E+09,+1.21172903236E-04,-5.14954532019E-05
3.97150715072E+09,+1.21742127342E-04,-5.28064736826E-05
3.97160716072E+09,+1.22182865838E-04,-5.26150669044E-05
3.97170717072E+09,+1.21504868868E-04,-5.34514166743E-05
3.97180718072E+09,+1.22304107303E-04,-5.38070915901E-05
3.97190719072E+09,+1.22721989783E-04,-5.54131275997E-05
3.97200720072E+09,+1.23062081673E-04,-5.54388093940E-05
3.97210721072E+09,+1.22455024716E-04,-5.58273489863E-05
3.97220722072E+09,+1.21751918236E-04,-5.71090757819E-05
3.97230723072E+09,+1.22425964752E-04,-5.88472321455E-05
3.97240724072E+09,+1.21458941725E-04,-5.86120683473E-05
3.97250725073E+09,+1.20715658488E-04,-5.90742372582E-05
3.97260726073E+09,+1.20009957409E-04,-6.07978451083E-05
3.97270727073E+09,+1.20113130750E-04,-6.12176135342E-05
3.97280728073E+09,+1.18879993977E-04,-6.14280339353E-05
3.97290729073E+09,+1.18399882613E-04,-6.17233520588E-05
3.97300730073E+09,+1.17188934516E-04,-6.24552522645E-05
3.97310731073E+09,+1.16854457492E-04,-6.23285143211E-05
3.97320732073E+09,+1.16014670504E-04,-6.14336394852E-05
3.97330733073E+09,+1.16000124646E-04,-6.22215399849E-05
3.97340734073E+09,+1.15398828287E-04,-6.21667612647E-05
3.97350735074E+09,+1.14839637160E-04,-6.11312353127E-05
3.97360736074E+09,+1.14506973655E-04,-6.14434267133E-05
3.97370737074E+09,+1.14328687770E-04,-6.11807952256E-05
3.97380738074E+09,+1.13856660923E-04,-5.97560577670E-05
3.97390739074E+09,+1.14318002549E-04,-6.04735660095E-05
3.97400740074E+09,+1.15823976423E-04,-5.97641695561E-05
3.97410741074E+09,+1.14573319968E-04,-5.95748557122E-05
3.97420742074E+09,+1.14842143490E-04,-5.93126666965E-05
3.97430743074E+09,+1.16532918798E-04,-5.89496773983E-05
3.97440744074E+09,+1.17457466397E-04,-5.96612808481E-05
3.97450745075E+09,+1.17079651943E-04,-5.82376591860E-05
3.97460746075E+09,+1.17574834756E-04,-5.92931463270E-05
3.97470747075E+09,+1.18718023345E-04,-6.01424917363E-05
3.97480748075E+09,+1.19097339197E-04,-6.02988445435E-05
3.97490749075E+09,+1.18687939119E-04,-6.04580975349E-05
3.97500750075E+09,+1.20156209828E-04,-6.26044246414E-05
3.97510751075E+09,+1.20656365278E-04,-6.35692093992E-05
3.97520752075E+09,+1.19637247578E-04,-6.36640116237E-05
3.97530753075E+09,+1.19856988044E-04,-6.49773608569E-05
3.97540754075E+09,+1.20092196311E-04,-6.67713249051E-05
3.97550755076E+09,+1.18942740482E-04,-6.74209959571E-05
3.97560756076E+09,+1.17700812120E-04,-6.82193992574E-05
3.97570757076E+09,+1.18192357685E-04,-6.91037542733E-05
3.97580758076E+09,+1.16803964870E-04,-6.98613663301E-05
3.97590759076E+09,+1.16418668049E-04,-7.01300499404E-05
3.97600760076E+09,+1.15355528943E-04,-7.05500921661E-05
3.97610761076E+09,+1.14496061781E-04,-7.19458678173E-05
3.97620762076E+09,+1.14151548857E-04,-7.04975889080E-05
3.97630763076E+09,+1.12713034563E-04,-7.14453847051E-05
3.97640764076E+09,+1.12187348199E-04,-7.10842994088E-05
3.97650765077E+09,+1.11542707247E-04,-7.10934604297E-05
3.97660766077E+09,+1.10030820039E-04,-6.99303650310E-05
3.97670767077E+09,+1.09424153745E-04,-6.95963969010E-05
3.97680768077E+09,+1.10047436307E-04,-7.03463102462E-05
3.97690769077E+09,+1.09104500367E-04,-6.89124868992E-05
3.97700770077E+09,+1.09095001402E-04,-6.84120080592E-05
3.97710771077E+09,+1.09159303016E-04,-6.80593796204E-05
3.97720772077E+09,+1.10251538709E-04,-6.80547453043E-05
3.97730773077E+09,+1.08938893120E-04,-6.64719181894E-05
3.97740774077E+09,+1.10392116953E-04,-6.65613354203E-05
3.97750775078E+09,+1.10995200149E-04,-6.68328291697E-05
3.97760776078E+09,+1.11325299170E-04,-6.69018732363E-05
3.97770777078E+09,+1.12224544981E-04,-6.64411947284E-05
3.97780778078E+09,+1.13268864705E-04,-6.75531095071E-05
3.97790779078E+09,+1.14500988007E-04,-6.74927892634E-05
3.97800780078E+09,+1.14276290011E-04,-6.74672174291E-05
3.97810781078E+09,+1.15126134622E-04,-6.79736562455E-05
3.97820782078E+09,+1.15586204284E-04,-7.03635224283E-05
3.97830783078E+09,+1.15513785757E-04,-7.02174153311E-05
3.97840784078E+09,+1.15431528466E-04,-7.16627700225E-05
3.97850785079E+09,+1.15886292568E-04,-7.25348196693E-05
3.97860786079E+09,+1.16533721206E-04,-7.37428596996E-05
3.97870787079E+09,+1.15394509796E-04,-7.41754687254E-05
3.97880788079E+09,+1.14741436688E-04,-7.51673113863E-05
3.97890789079E+09,+1.14246169565E-04,-7.64860686574E-05
